,iteration,fold,model,accuracy,auc_roc,f1_score,recall,specificity,precision,negative_predictive_value,best_params
0,2,0,RandomForest,0.7426059152677857,0.613546630296493,0.8360071301247772,0.9420373027259684,0.28505595786701776,0.7514305333028153,0.6818897637795276,"{'max_depth': 40, 'n_estimators': 300}"
1,2,1,RandomForest,0.7472895722452197,0.6401059421717008,0.8353454919085538,0.9612769731007981,0.31893491124260354,0.738587326822621,0.8044776119402985,"{'max_depth': 40, 'n_estimators': 300}"
2,2,2,RandomForest,0.7939036381514257,0.6376207355135031,0.8736740597878495,0.9472033455305803,0.32803812549642575,0.810738255033557,0.6715447154471544,"{'max_depth': 50, 'n_estimators': 300}"
3,2,3,RandomForest,0.7694831829368335,0.6368449470924679,0.8544418544418544,0.9551244933410539,0.31856540084388185,0.7729615745079662,0.7450657894736842,"{'max_depth': 50, 'n_estimators': 300}"
4,2,4,RandomForest,0.7456775231202252,0.6398539071241638,0.8327383313499934,0.8956200227531286,0.3840877914951989,0.778107239930813,0.6040992448759439,"{'max_depth': None, 'n_estimators': 200}"
