method,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,auc_mean,auc_std,auc_ci95_low,auc_ci95_high
extreme,0.9231313131313129,0.00404181880490204,0.9216849668472212,0.9245776594154046,0.9474688620544107,0.002617827373485386,0.9465320845597239,0.9484056395490975,0.9002661876597279,0.004689497541515307,0.8985880725163173,0.9019443028031384,0.9999089253187614,0.00025198526632645084,0.9998187535492711,0.9999990970882517,0.996268546627988,0.0004251091617420352,0.9961164232681597,0.9964206699878163
histogram,0.9734722222222222,0.002251914747492869,0.972666384879099,0.9742780595653454,0.9806369052316478,0.0016327074469617694,0.9800526483752895,0.9812211620880061,0.9925285901603983,0.0029368146122717496,0.9914776645483017,0.9935795157724949,0.9690346083788707,0.002220069160158452,0.9682401668328203,0.969829049924921,0.99705645505858,0.00046878708235070934,0.9968887017555953,0.9972242083615647
