distance,identity,clusters
0.0050825921219822545,0.9949174078780177,308
0.0051506165131887105,0.9948493834868113,307
0.005160281469898331,0.9948397185301017,306
0.0051699827667240905,0.9948300172332759,304
0.005212446690886163,0.9947875533091138,303
0.005293476568581701,0.9947065234314183,302
0.005316653635652813,0.9946833463643472,301
0.005339195979899514,0.9946608040201005,300
0.00535348763974175,0.9946465123602583,299
0.005417463352453744,0.9945825366475463,298
0.0054721701063163986,0.9945278298936836,297
0.005603985056039873,0.9943960149439601,296
0.005604857543204056,0.9943951424567959,295
0.005663939584644395,0.9943360604153556,294
0.0057153743570204085,0.9942846256429796,293
0.005717916137229939,0.9942820838627701,292
0.005760548030515289,0.9942394519694847,291
0.005772005772005762,0.9942279942279942,290
0.005785770132916368,0.9942142298670836,289
0.005786675007819819,0.9942133249921802,288
0.0057966473445087985,0.9942033526554912,287
0.005800282175889682,0.9941997178241103,286
0.005870220529906378,0.9941297794700936,285
0.005939356048765276,0.9940606439512347,284
0.005954246317768752,0.9940457536822312,283
0.005965850648014803,0.9940341493519852,282
0.005968273912360655,0.9940317260876393,281
0.0059833097150054915,0.9940166902849945,280
0.006050521857510205,0.9939494781424898,279
0.006071645415907656,0.9939283545840923,278
0.006087092242859415,0.9939129077571406,277
0.006095654892153801,0.9939043451078462,276
0.006191950464396245,0.9938080495356038,275
0.0062764788953396655,0.9937235211046603,274
0.006327111673521069,0.9936728883264789,273
0.00650431099682347,0.9934956890031765,272
0.006571741511500528,0.9934282584884995,271
0.006579978066739822,0.9934200219332602,270
0.0065882352941176725,0.9934117647058823,269
0.006655574043261225,0.9933444259567388,268
0.006695733416381189,0.9933042665836188,267
0.006724003127443368,0.9932759968725566,266
0.006725054738817682,0.9932749452611823,265
0.006736644211185916,0.9932633557888141,264
0.006804874188953924,0.9931951258110461,263
0.006880375293197849,0.9931196247068022,262
0.006893310355632121,0.9931066896443679,260
0.007003501750875385,0.9929964982491246,259
0.007054397240946808,0.9929456027590532,258
0.007067692790953317,0.9929323072090467,257
0.0072981120101538455,0.9927018879898462,256
0.007300428503412171,0.9926995714965878,255
0.007335726549086985,0.992664273450913,254
0.007349491790461293,0.9926505082095387,253
0.007367926007211145,0.9926320739927889,252
0.007421150278293154,0.9925788497217068,251
0.007505863956215775,0.9924941360437842,250
0.0076300218000623365,0.9923699781999377,249
0.007638446849140723,0.9923615531508593,248
0.007662236121970256,0.9923377638780297,246
0.007676641077863033,0.992323358922137,245
0.0076790471712897546,0.9923209528287102,244
0.007683863885839748,0.9923161361141603,243
0.00770925110132159,0.9922907488986784,242
0.007783312577833157,0.9922166874221668,241
0.00781983109164841,0.9921801689083516,240
0.007833307222309238,0.9921666927776908,239
0.007856693903205536,0.9921433060967945,238
0.00786039930828486,0.9921396006917151,237
0.008041627246925254,0.9919583727530747,236
0.008136441871381628,0.9918635581286184,235
0.008146639511201648,0.9918533604887984,234
0.008176488738043775,0.9918235112619562,233
0.00818677986658578,0.9918132201334142,232
0.008248730964466988,0.991751269035533,231
0.008250039663652231,0.9917499603363478,230
0.008287724784988293,0.9917122752150117,229
0.008325328210054384,0.9916746717899456,228
0.008412698412698427,0.9915873015873016,227
0.008444096950742774,0.9915559030492572,226
0.008445417578980319,0.9915545824210197,225
0.008451865594722774,0.9915481344052772,224
0.008485229415461926,0.9915147705845381,223
0.008720024914356861,0.9912799750856431,222
0.00876442924326637,0.9912355707567336,221
0.00891460744447925,0.9910853925555207,219
0.008915906788247163,0.9910840932117528,218
0.00898443767046364,0.9910155623295364,217
0.008988294314381307,0.9910117056856187,216
0.009004739336492928,0.9909952606635071,215
0.009027422926247697,0.9909725770737523,214
0.009049055405619955,0.99095094459438,213
0.009227400688145093,0.9907725993118549,212
0.00922978994271162,0.9907702100572884,211
0.009240407204385237,0.9907595927956148,210
0.009303058971933176,0.9906969410280668,209
0.00952380952380949,0.9904761904761905,208
0.009531249999999991,0.99046875,207
0.009661835748792313,0.9903381642512077,206
0.009763539282990119,0.9902364607170099,205
0.009872554299048653,0.9901274457009513,204
0.009879253567508184,0.9901207464324918,203
0.009911894273127775,0.9900881057268722,202
0.009959811287786113,0.9900401887122139,201
0.009965742759264984,0.990034257240735,200
0.009990633780830427,0.9900093662191696,199
0.010025461489497123,0.9899745385105029,198
0.010184595798854224,0.9898154042011458,197
0.010294583465315199,0.9897054165346848,196
0.010309278350515427,0.9896907216494846,195
