method,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,auc_mean,auc_std,auc_ci95_low,auc_ci95_high
extreme,0.9240909090909092,0.0045253823624205975,0.9224715218101032,0.9257102963717152,0.948090631092731,0.002932905754171396,0.9470411042475413,0.9491401579379206,0.9014219646571431,0.0052550552673725345,0.8995414672807039,0.9033024620335822,0.9998724954462659,0.0002754136245867295,0.9997739399464434,0.9999710509460884,0.9963673120600867,0.0004634177547900382,0.9962014801462934,0.9965331439738799
binned_10,0.9728156565656565,0.0024032597796262334,0.9719556610983303,0.9736756520329827,0.9801561998552193,0.0017203863352660102,0.9795405675116328,0.9807718321988058,0.9922251750109489,0.00438981335864456,0.9906543004751011,0.9937960495467967,0.9683970856102003,0.0027494589661050486,0.9674132043550422,0.9693809668653585,0.9969551035552856,0.0006539587431413328,0.9967210874244921,0.9971891196860792
